Gene_id,E1_24,E2_24,E3_24,E1_48,E2_48,E3_48,C1,C2,C3
tr|D3YZ62|D3YZ62_MOUSE,-inf,-inf,-inf,-inf,22.66602891366122,-inf,-inf,-inf,-inf
sp|Q99J09|MEP50_MOUSE,24.57409686873801,22.61506291989752,23.655127130796277,23.396498170454027,22.576970499813658,-inf,23.805578574864644,-inf,-inf
sp|Q99J27|ACATN_MOUSE,24.056723700646465,24.094825758780768,24.289894495369698,24.2497407723272,24.800107186119842,24.739026537347385,24.628174507395517,24.710985895258045,24.83946869816589
sp|Q99J56|DERL1_MOUSE,26.075104846285956,25.386139306751154,25.93921260020219,26.106614055435088,25.997873071332364,26.353380946942085,26.555464687350074,26.01388795575495,26.444822425657353
sp|Q99J95|CDK9_MOUSE,-inf,-inf,-inf,-inf,-inf,-inf,21.12578172563538,-inf,-inf
sp|Q99J99|THTM_MOUSE,22.783107748925783,22.660446873116776,23.05203663732101,23.281782907290648,23.07020285388853,23.029684894790982,23.43249806331078,22.945173751590758,22.974317953517968
sp|Q99JF8|PSIP1_MOUSE,-inf,22.148985427734754,22.693130439112227,-inf,22.54200879068263,22.914881440391294,22.12530877805838,22.847682105742713,-inf
tr|A0A1B0GQW0|A0A1B0GQW0_MOUSE,-inf,-inf,-inf,-inf,-inf,20.948350119557578,-inf,-inf,-inf
sp|Q99JR1|SFXN1_MOUSE,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,22.49845676933599
sp|Q99JR8|SMRD2_MOUSE,-inf,-inf,-inf,-inf,-inf,-inf,19.298917267434337,-inf,-inf
tr|A2ATI9|A2ATI9_MOUSE,-inf,22.081770777169623,-inf,-inf,-inf,-inf,-inf,-inf,-inf
sp|Q99JY0|ECHB_MOUSE,25.776330816612443,22.548537846899425,22.49355449162602,23.650752009805963,22.53978642234563,22.261610604378873,21.658094652420335,23.089970231917953,21.968071903063162
sp|Q99K48|NONO_MOUSE,26.127683773263374,25.406166849859815,26.541116708323603,25.892960381115252,25.590865236148073,25.23015357535129,26.005710032076678,25.476393940467837,25.443068235205345
sp|Q99K85|SERC_MOUSE,22.98820411700658,24.204338301760686,-inf,-inf,-inf,22.480177813868572,-inf,-inf,-inf
sp|Q99K90|TAB2_MOUSE,24.960181921059586,24.74914066652989,25.308796455338147,24.952337434418745,24.682121481223753,24.763901646337995,25.122657402611654,24.58382559151386,24.649710965884797
tr|A0A286YDS5|A0A286YDS5_MOUSE,22.30638549560372,-inf,-inf,23.64691286468308,-inf,-inf,22.09032567501174,-inf,-inf
sp|Q99KI0|ACON_MOUSE,-inf,22.676891965705032,-inf,-inf,21.555482240769223,-inf,-inf,-inf,-inf
tr|G3XA31|G3XA31_MOUSE,-inf,-inf,-inf,-inf,21.939158784027523,-inf,-inf,22.154218591775653,-inf
sp|Q99KQ4|NAMPT_MOUSE,25.93845001710544,25.415287626360396,26.012737735968816,25.790643607829107,25.164536249855825,24.679922454953562,25.741368846869495,25.316861542969967,24.95752754901114
sp|Q99KV1|DJB11_MOUSE,25.251186503524334,25.758091634452057,25.872933152161828,25.60390904438539,26.416802165468717,26.128962209066245,26.19642397930959,26.40545286930582,26.425856162059677
